data-division,data-items-familyName,data-items-species-speciesName,data-items-species-above.,data-items-species-folders-description,data-items-species-folders-prepared.,data-items-species-folders-above.
DICOTYLEDONES,CALYCIPLORAE,e. Leafy twig. Cultivated in the hothouse at Clapham Common; 21 Feb. 1868.,,e. Leafy twig. Cultivated in the hothouse at Clapham Common; 21 Feb. 1868.,,
DICOTYLEDONES,CALYCIPLORAE,"f. Leafy twig. ""Copifera, sp. nov."" The Grubban Chiriqui (with bottle No. 2); A. J. de Warszewicz; May, 1851. ""The fruit not found to agree with any specimen in the British Museum. Compared with the plates and descriptions in Hayne's Getreue Darstellung und Beschreibung der in der Arzneikunde gebrauchlichen Gewächse, Berlin, 1827, it appeared most to resemble Copifera Janseni. - D. H. 211. Copaifera pubiflora, Benth? a. Branchlet in flower. Cantagallo, Brazil; Theodor Pockolt; 1864. ""Very near to C. pubiflora, Benth., with which, as well as with other specimens of Copifera, Mr. Bentham and I compared it 18 Mar., 1864. Differs from M. Bentham's species C. pubiflora in having the leaflets more acuminate."" - D. H. 212 [Dimorphandra oleifera, Triana;] Mora sp. a. Flowering twig, with leaves. Plants of Central America, Sutton Hayes, No. 69. ""The fruit of this tree is a great pod from 6 to 10 inches long and 4 to 5 inches thick; with two fully ripened seeds. Often I am told by the natives from Cartagena that it is the same tree as that from which the ""Aceite de Canini"" (which I think must be Gum Animi) is obtained along the coast. I have cut into the trees in the swamp, near Panama, and I find a beautiful balsam exudes. The wood, as far as I have examined, is close grained, and of a very light yellowish colour, and very different from that of the Mora excelens."" - S. Hayes. ""In the tidal swamps bordering the Rio Grande, near Panama; 1 June, 1861. A spreading tree, 30 to 40 feet high. I have only seen this tree growing in swampy ground, almost isolated in great patches of Acrostichum aureum."" - S. Hayes. [This specimen corresponds well with Dimorphandra oleifera, Triana, in the Kew Herbarium.] 213. Parkinsonia aculeata, D.C. a. Flowering twig, with leaves and young pods. Stewart, 'Punjab Plants,' p. 73. Native name, ""Nilayaty babul,"" i.e., foreign acacia. 214. Prioria copaifera, Griseb. a. Flowering twig, with leaves and detached fruit. Plants of Central America, Sutton Hayes, No. 49. Very common in swamps along the line of the P. R. R.; Feb., 1861. One of the largest trees on the Isthmus, 100 feet high or more.",,"f. Leafy twig. ""Copifera, sp. nov."" The Grubban Chiriqui (with bottle No. 2); A. J. de Warszewicz; May, 1851. ""The fruit not found to agree with any specimen in the British Museum. Compared with the plates and descriptions in Hayne's Getreue Darstellung und Beschreibung der in der Arzneikunde gebrauchlichen Gewächse, Berlin, 1827, it appeared most to resemble Copifera Janseni. - D. H. 211. Copaifera pubiflora, Benth? a. Branchlet in flower. Cantagallo, Brazil; Theodor Pockolt; 1864. ""Very near to C. pubiflora, Benth., with which, as well as with other specimens of Copifera, Mr. Bentham and I compared it 18 Mar., 1864. Differs from M. Bentham's species C. pubiflora in having the leaflets more acuminate."" - D. H. 212 [Dimorphandra oleifera, Triana;] Mora sp. a. Flowering twig, with leaves. Plants of Central America, Sutton Hayes, No. 69. ""The fruit of this tree is a great pod from 6 to 10 inches long and 4 to 5 inches thick; with two fully ripened seeds. Often I am told by the natives from Cartagena that it is the same tree as that from which the ""Aceite de Canini"" (which I think must be Gum Animi) is obtained along the coast. I have cut into the trees in the swamp, near Panama, and I find a beautiful balsam exudes. The wood, as far as I have examined, is close grained, and of a very light yellowish colour, and very different from that of the Mora excelens."" - S. Hayes. ""In the tidal swamps bordering the Rio Grande, near Panama; 1 June, 1861. A spreading tree, 30 to 40 feet high. I have only seen this tree growing in swampy ground, almost isolated in great patches of Acrostichum aureum."" - S. Hayes. [This specimen corresponds well with Dimorphandra oleifera, Triana, in the Kew Herbarium.] 213. Parkinsonia aculeata, D.C. a. Flowering twig, with leaves and young pods. Stewart, 'Punjab Plants,' p. 73. Native name, ""Nilayaty babul,"" i.e., foreign acacia. 214. Prioria copaifera, Griseb. a. Flowering twig, with leaves and detached fruit. Plants of Central America, Sutton Hayes, No. 49. Very common in swamps along the line of the P. R. R.; Feb., 1861. One of the largest trees on the Isthmus, 100 feet high or more.",,
DICOTYLEDONES,CALYCIPLORAE,SUBORDER III. MIMOSAE.,,SUBORDER III. MIMOSAE.,,
DICOTYLEDONES,CALYCIPLORAE,"215. Acacia arabica, Willd. ""Kikar"" (Pl). a. Flowering twig. Stewart, 'Punjab Plants,' p. 50.",,"215. Acacia arabica, Willd. ""Kikar"" (Pl). a. Flowering twig. Stewart, 'Punjab Plants,' p. 50.",,
DICOTYLEDONES,CALYCIPLORAE,"216. Acacia Catechu, Willd. a. Twig, and detached spike of flowers. With a specimen of the wood, and the extract made therefrom. From F. E. G. Mathews, Naini Tal, N.W. India, July, 1871. [See Hanbury Collection of Materia Medica.]",,"216. Acacia Catechu, Willd. a. Twig, and detached spike of flowers. With a specimen of the wood, and the extract made therefrom. From F. E. G. Mathews, Naini Tal, N.W. India, July, 1871. [See Hanbury Collection of Materia Medica.]",,
DICOTYLEDONES,CALYCIPLORAE,"217. Acacia Farnesiana, Willd. (Mimosa Farnesiana, L., Vachellia Farnesiana, W. & A.) a. Flowering twigs. Cultivated at Cannes, Provence, 1858. b. (1) Leafy twig. Cultivated at Larnaka, Cyprus, 24 Sept., 1860. Dr. D. J. Hooker and D. Hanbury. (2) Flowering twig and pod detached. Cultivated at Jerusalem, Oct., 1860. ""Noticed it also near Beyrouth, apparently wild.""-D.H.",,"217. Acacia Farnesiana, Willd. (Mimosa Farnesiana, L., Vachellia Farnesiana, W. & A.) a. Flowering twigs. Cultivated at Cannes, Provence, 1858. b. (1) Leafy twig. Cultivated at Larnaka, Cyprus, 24 Sept., 1860. Dr. D. J. Hooker and D. Hanbury. (2) Flowering twig and pod detached. Cultivated at Jerusalem, Oct., 1860. ""Noticed it also near Beyrouth, apparently wild.""-D.H.",,
DICOTYLEDONES,CALYCIPLORAE,"Acacia Seyal, Delil.",,"Leafy twigs. Engedi ; Plants of Southern Syria, 1863-4 ; B. T. Lowne.",,
DICOTYLEDONES,CALYCIPLORAE,"Enterolobium ellipticum, Benth.",,"Leafy twig, detached flower, and pencil sketch of pod. No. 4, with pods (side Hanbury Materia Medica Collection), Joaquim Correa de Mello, Campinas, San Paulo, Brazil, 1865. The flowers are from the same specimen. ""The legume has a velvety surface.""- D.H.",,
DICOTYLEDONES,CALYCIPLORAE,"Enterolobium Timbo-uru, Mart.",,"Leaves, with pod and seed detached. ""Raised from seed in hothouse at Clapham. Tree about 8 feet high where these leaves were gathered, 1866."" D.H.",,
DICOTYLEDONES,CALYCIPLORAE,"Inga globulifera, Benth.",,"Flowering twigs. No. 641, Pithecolobium sp. ""In open woods, Paraiso Station, Panama."" A tree 15 to 20 feet high; flowers very fragrant."" -S. Hayes. [In Kew Herbarium this plant is labelled No. 680. ""Plants of the Isthmus of Panama."" -S. Hayes.] [The dried flowers have an odour resembling fenugreek.]",,
DICOTYLEDONES,CALYCIPLORAE,"Inga Lindeniiana, Benth.",,"Mimosee, p. 622, No. 101]; Inga Mucuna, Walp. and Duchas. a. Flowering twig, and leaves and detached flowers. Dr. Dorat, Sonsonate; 7 Sept., 1863. [The following note, extracted from a letter from Dr. Dorat, is written on this sheet]:- ""I also send a flower of the ""Gujiiniquil,"" a large tree producing a very large and long pod resembling a bean pod, with large seeds, much relished here. The tree produces in the dry season a very odoriferous resin or gum of healing properties, and somewhat resembling India-rubber, as it hardens by washing with alum."" (One ought to see the legume.-D. H.)",,
DICOTYLEDONES,CALYCIPLORAE,"Lagonychium Stephanianum, Rich.",,"Flowering and fruiting twigs. (1) Leafy twig, with attached pods Califa; 1 Nov., 1860; a weed in the fields. (2) Leafy twig, with ripe pods. Between Riha (ancient Jericho) and the Jordan; bushes 4-5 ft. high; 21 Oct., 1860. Dr. D. J. Hooker and D. Hanbury. (3) Twig, with flower- buds; Akka, Syria; E. Atkinson. (4) Twigs and young pods; Larnaka, Cyprus; 24 Sept., 1860. - D.H. A weed in the fields by the roadside.",,
DICOTYLEDONES,CALYCIPLORAE,"Prosopis spicigera, L.",,"""Jand or jhand"" (Pt., Hi.) a. Leafy twig. Stewart, Punjab Plants, p. 74.",,
DICOTYLEDONES,N/A,C,,HRYSOBALANEE.,,
DICOTYLEDONES,N/A,"Chrysobalanus Icaco, Adans.",,"Flowering twig. Dr. Dorat, Sonsonate, 1863.",,
DICOTYLEDONES,N/A,Potentilla,,Tribe VI. P,,
DICOTYLEDONES,P,"Geum urbanum, L.",,"Plant, with flowers and rhizome. Gravesend, July 1856.",,
DICOTYLEDONES,P,"Potentilla Tormentilla, Nestler.",,"Plant, with flowers and rhizome. Wandsworth Common, 1854.",,
DICOTYLEDONES,N/A,Poterium,,,,
DICOTYLEDONES,N/A,"Agrimonia Eupatoria, L.",,"Plant in flower. Merstham, Surrey ; 27 July, 1858.",,
DICOTYLEDONES,N/A,"Brayaera anthelmintica, Kth. : (Hagenia Abyssinica, Lam.)",,Separate twigs bearing (1) male and (2) female infores- cence. From the imported drug.,,
DICOTYLEDONES,N/A,"Brayaera anthelmintica, Kth. : (Hagenia Abyssinica, Lam.)",,"Male inforescence. From Dr. Th. W. C. Martius, Erlangen ; 1862.",,
DICOTYLEDONES,N/A,R,,OSEE.,,
DICOTYLEDONES,Rosa,"Rosa bifera, Poiret, Encyclopédie Redonté, p. 107.",,"Called ""Rose de Puteaux,"" because cultivated especially about Puteaux, near Paris, for medicinal use. From the Jardin Botanique de l'Ecole de Medicine, Paris ; 21 June, 1872. "" A specimen is in Herb. Gay. at Kew.""—D.H.",,
DICOTYLEDONES,Rosa,"Rosa centifolia, L.",,"Flowering twig (flore subinflor). Hort. Bot. Giessen; from Professor Phebus, Giessen; 1864.",,
DICOTYLEDONES,Rosa,"Rosa centifolia, L.",,"Flowering twig. Cultivated at Mitcham; 7 July, 1859. ""Pereira considered it to be var. a; vulgiris, f. foliacea of D.C.""-D.H.",,
DICOTYLEDONES,Rosa,"Rosa Damascena, var. a.",,"With flowers and buds. This is the rose cultivated in Turkey for the production of Otto of Rose. Sent by Professor Dr. Baur, of Constantinople to his father, Dr. Blanheuren, of Wurttemburg, who has the plant in cultivation. Hugo von Mohl examined this rose; see Wiggers in Husemann, Jahresbericht, 1867, p. 350. J. G. Baker says: ""This rose is certainly R. turbinata Ait., R. campanulata Ehrh., R. francofurtensis Hort.; Nov. 1874.""-D.H. A letter from Dr. Baur is attached to this specimen.",,
DICOTYLEDONES,Rosa,"Rosa Damascena, var. a.",,"Flowering twig. Flower produced at Clapham in summer of 1874. From a plant given me by Dr. Baur, of Blauheuren.",,
DICOTYLEDONES,Rosa,"Rosa Damascena, var. a.",,"Flowering twig. Golfe de Juan, near Cannes; May, 1866; cultivated for its flowers, which are distilled to make rose water. -D.H.",,
DICOTYLEDONES,Rosa,"Rosa Gallica, L.",,"Flowering twigs. Cultivated, Mitcham; 7 July, 1859. According to Pereira It is var. 8 officinalis D.C.",,
DICOTYLEDONES,Rosa,"Rosa Gallica, L.",,"Ditto, flowers semi-double, with detached fruit. From the garden at Clapham Common; 1873. Var. Damascena, Miller. (So called by J. G. Baker), Nov., 1876.",,
DICOTYLEDONES,Rosa,"Rosa Gallica, L.",,"Twigs with flo er-buds. ""Rose cultivated for the production of attar; from Vice- Consaul Dupuis, Adrianople; 1874."" The specimens on the upper portion of this sheet are marked: ""Rose cultivated at Kazanlik, near Adrianople, for distilling attar or rose oil; received in a packet some days later than the others.",,
DICOTYLEDONES,HAMAMELIDEAE,"Liquidambar Altingiana, Blume",,"Twigs, with flowers. Assam collection ; Herb Griffith, No. 920.",,
DICOTYLEDONES,HAMAMELIDEAE,"Liquidambar Altingiana, Blume",,"Twig, with fruit. Assam collection ; Herb Griffith, No. 920.",,
DICOTYLEDONES,HAMAMELIDEAE,"Liquidambar Formosana, Hance",,"Leaves and fruit. Leaves from Herb. H. F. Hance, Whampaes ; May, 1857. Fruit, Formosa (per B. Swinhoe to Kew).",,
DICOTYLEDONES,HAMAMELIDEAE,"Liquidambar Formosana, Hance",,"Leafy twig. Herb. H. F. Hance, No. 11209. ""Prope monasterium versus cacumina montes Pakwan, supra urbem Cantonem; Julio, 1867. Arbor 50 podalis et ultra.""",,
DICOTYLEDONES,HAMAMELIDEAE,"Liquidambar orientale, Mill.",,"Leafy twigs, and fruiting twig without leaves, two sheets. Coast of Asia Minor, opposite the Island of Rhodes. From S. H. Maltass, 1855. "" Liquid storax is obtained from this tree. See my paper on storax in the Pharmaceutical Journal and Tran- sactions for Feb. and Mar., 1857 (3), xvi., p. 461."" -D. H.",,
DICOTYLEDONES,HAMAMELIDEAE,"Liquidambar orientale, Mill.",,"Leafy twig, with detached fruit. Coast of Asia Minor, opposite the Island of Rhodes, S. H. Maltass, 1855. An engraving of the fruit (taken from Pharm. Journ. (1), xvi., p. 462) accompanies this specimen.",,
DICOTYLEDONES,HAMAMELIDEAE,"Liquidambar orientale, Mill.",,"Leafy twig, with fruit. Bot. Garden, Marseilles ; 14 Nov., 1860. Dr. J. D. Hooker and D. Hanbury.",,
DICOTYLEDONES,HAMAMELIDEAE,"Liquidambar orientale, Mill.",,"Three twigs, in flower, with detached leaves. Bot. Garden, St. Mandriér, near Toulon ; M. Phillippe. A letter from M. Phillippe, dated 4 June, 1860, accom- panies this specimen, stating that he has forwarded the specimens desired.",,
DICOTYLEDONES,HAMAMELIDEAE,"Liquidambar orientale, Mill.",,"Leafy twig. Bot. Garden, Venice ; 13 Sept., 1860 ; Dr. J. D. Hooker and D. Hanbury.",,
DICOTYLEDONES,HAMAMELIDEAE,"Liquidambar styraciflua, L.",,"Twig, with fruit. Guatemala, 1862. From G. U. Skinner to Dr. Pereira with some of the balsamic semi-fluid resin of the tree. - D. H.",,
DICOTYLEDONES,HAMAMELIDEAE,"Liquidambar styraciflua, L.",,"Twig, with detached fruit. Bot. Gardens, Turin ; 11 Sept., 1860. - D. H.",,
DICOTYLEDONES,HAMAMELIDEAE,"Liquidambar styraciflua, L.",,"Leafy twig. From Mr. Bockett's garden, Clapham Common ; 8 Aug., 1874.",,
DICOTYLEDONES,COMBRETACE.E.,"Gyrocarpus asiaticus, Willd. ""Palo Lagarto""",,"Fruiting twig, without leaves.",,
DICOTYLEDONES,MYRTACE.E.,"Couratari legalis, Mart.",,"Flowering twig, with unexpanded flowers. No. 297, Cantagallo, Brazil ; Theodor Peckolt, 1864. On the sheet is a pen and ink sketch of the flower, and a pencil drawing of the young fruit and united stamens, separately delineated. [This plant affords the Joquitha bark used as a tonic in baths for convalescents.]",,
DICOTYLEDONES,MYRTACE.E.,"Marlieria glomerata, Benth. (Rubachia glomerata, Berg.)",,"Flowering twig. No. 34, Cimbuca do Mato. Theodor Peckolt, Cantagallo, Brazil, 1867; Fruit edible.",,
DICOTYLEDONES,MYRTACE.E.,"Papaya sp. ""Chamburu de Quito""",,"Stem leaf. b. Stem leaf. c. Small leaves from the stem. The leaves from a plant cultivated at Palazzo Orego; 17 May, 1869. This plant blossomed in the open border at Clapham Common, Sept., 1874; producing male flowers, with a few solitary females. [See notes on Papayaceae, by De Mello and Spruce; Jour. Linn. Soc., Bot. vol. x. (1869), p. 11.] To specimen s is attached a drawing of the flowers, and to c, one of the tree as grown at Palazzo Orego, showing the small intermediate leaves. An engraving of Carica auranitica also accompanies these specimens.",,
DICOTYLEDONES,MYRTACE.E.,Orygia trianthemoides,,With flower and fruit.,,
DICOTYLEDONES,MYRTACE.E.,"Trianthema sp. (T. obcordata, Roxb.?) ""Wasa""",,"Leafy branchlet. Apparently from India, but no locality given.",,
DICOTYLEDONES,MYRTACE.E.,"Hydrocotyle asiatica, L.",,"Plant in fruit ; received 22 Feb., 1858. India. A beautiful coloured drawing of the plant accom- panies this specimen, on which is written in Dr. Clegghorn's handwriting: ""Madras, in a Betel Garden, H. Clegghorn, Jan., 1858."" [The specimen and drawing were sent by Dr. Clegghorn.]",,
DICOTYLEDONES,MYRTACE.E.,"Hydrocotyle vulgaris, L.",,"Plant in flowers and fruit. Clapham Common, 27 Sept., 1857.",,
DICOTYLEDONES,MYRTACE.E.,"Sanicula europea, L.",,"Plant, with flowers and young fruit. Lindfield, Sussex, 21 July, 1853.",,
DICOTYLEDONES,MYRTACE.E.,"Egopodium Podagraria, L.",,"Plant in flower. Dorking, 25 June, 1858.",,
DICOTYLEDONES,MYRTACE.E.,"Athusa Cynapium, L.",,"Flowering, and fruiting branch and root. Clapham, 13 Aug., 1854.",,
DICOTYLEDONES,MYRTACE.E.,"Athusa Cynapium, L.",,"Large radical leaves, and a flowering branch. In the garden at Clapham Common ; a common weed in the horseradish bed ; July, 1874.",,
DICOTYLEDONES,MYRTACE.E.,"Ammi Visnaga, Lam.",,"Flowering twig, and detached. Fruiting umbel. Smyrna ; 21 Sept., 1860.",,
DICOTYLEDONES,MYRTACE.E.,"Ammi Visnaga, Lam.",,"Fruiting umbel. Smyrna ; 21 Sept., 1860 ; Dr. J. D. Hooker and D. Hanbury.",,
DICOTYLEDONES,MYRTACE.E.,"Carum Carui, L.",,"Young plant, with root, showing radical leaves and root. Cultivated at Clapham, July, 1873.",,
DICOTYLEDONES,MYRTACE.E.,"Carum Carui, L.",,"Ditto. Ditto, with unexpanded flowers.",,
DICOTYLEDONES,MYRTACE.E.,"Carum Carui, L.",,"Ditto, with immature fruit and flower.",,
DICOTYLEDONES,MYRTACE.E.,"Carum Carui, L.",,"Ditto, with green fully developed fruit.",,
DICOTYLEDONES,MYRTACE.E.,"Carum Carui, L.",,"Ditto, with ripe fruit.",,
DICOTYLEDONES,MYRTACE.E.,"Carum Carui, L.",,"Ditto, with immature fruit. Specimen (g) was raised from Morocco seed by F. J. Hanbury, 1872.",,
DICOTYLEDONES,MYRTACE.E.,"Conium maculatum, L.",,"Branch with flowers and young fruit. Erith, Kent, July, 1859.",,
DICOTYLEDONES,MYRTACE.E.,"Ferula alliace, Boiss.",,"Leaves and umbels of young fruit and detached flowering umbels. Plant which produces the variety of Assafetida known at Bombay as Hing. Grows, according to Dr. Dynock, in Yezd and Kerman, from one of which places this specimen was sent.",,
DICOTYLEDONES,MYRTACE.E.,"Ferula alliace, Boiss.",,"Blossom, fertile and unfertile, from the same plant.",,
DICOTYLEDONES,MYRTACE.E.,"Ferula alliace, Boiss.",,"Abortive flowers (with) stylopodium, very irregularly lobed or notched round the margin. The umbels are glabrous, no male flowers could be found ; young fruit quite glabrous, grooved, not (as in Scorodosma) plump and hairy; 11 Nov., 1874.",,
DICOTYLEDONES,MYRTACE.E.,"Ferula alliace, Boiss.",,"A sketch in pencil of abortive flowers and young fruit is attached to this sheet. [The umbels in the dried specimens have stunted peduncles— barely an inch long, although the pedicels are 14 to 15 inches long.]",,
DICOTYLEDONES,MYRTACE.E.,"Ferula Narthex, Boiss.",,"Leaf, portion of root. Astore, Dr. Falconer (J. D. N.) [Dr. H. Trimen, who examined this specimen when describing the assafoetida plants in ""Medicinal Plants,"" labelled it in pencil: ""Narthex Assafoetida, Falc. : Ferula Narthex, Boiss."" Some of the leaflets are crenate serrate towards the tip, and Dr. O. Stapf, who described F. Polakii, assures me (E. M. H.) that this plant is identical with F. Narthex, Boiss., and that the leaf in living plants shows all gradations from entire to strongly serrate margins. It would appear, therefore, that F. Narthex, Boiss., F. Polakii, Stapf, and F. futilissima, Regel and Schmal, are forms of one species. —See note under c and d.]",,
DICOTYLEDONES,MYRTACE.E.,"Ferula Narthex, Boiss.",,"Branch with ripe fruiting umbels, but without leaves. Ferula Assafoetida, L., Kashmir, Dr. Falconer ex. Herb. Heber. On this sheet are attached 4 specimens of detached fruits, and 1 of flowers.",,
DICOTYLEDONES,MYRTACE.E.,"Ferula erubescens, Boiss.",,"Fruits. Sorodoma fotidum, Bange. Anguzeh (Pers.), Herst.; Assafotida, Kemper. [This label is apparently in the handwriting of Professor Maximowicz. Dr. H. Trimen has labelled it in pencil Ferula Sorodoma, Bth. and Hooker, which the fruits undoubtedly are.]",,
DICOTYLEDONES,MYRTACE.E.,"Ferula erubescens, Boiss.",,"Fruits. ""Ferula erubescens, Boiss. (Ann. Sc. Nat., 1844, p. 316, ex. parte), Planta 5 to 6 ft. in faubius albus, Kuhdena, 16 July, 1842. Kotschy, Plant. Persic. Aust., (606). [These fruits have a marked alliaceus taste. The plant does not produce galbanum, and belongs to the F. rubriculis of Boiss. Fl. Orient., vol. ii, p. 995, and to the section Sorodoma, in which the vitre are not visible externally. See Pharm. Journ. (3) six., p. 355. In Pharmacoepigraphis the F. rubriculis, mentioned as a source of galbanum, is the alliaceus plant. It is figured by Berg as F. erubescens. Bergund Schmidt, Officinelle Gewoche, iv., tab. 31.]",,
DICOTYLEDONES,MYRTACE.E.,"Ferula erubescens, Boiss.",,"Fruits. Ferula Assafotida, L., Hango, Piti, W. Tibet; T. Thomson ; 24 Aug. 1847. Alt.; 10,000 to 12,000 ft. These fruits correspond fully with those of F. Nirthex.",,
DICOTYLEDONES,MYRTACE.E.,"Ferula erubescens, Boiss.",,"Fruits. Dorema Assafotida, Kermanahab, Persia; 10 Oct., 1851. W. K. Loftus. [The fruits have an alliaceus taste.]",,
DICOTYLEDONES,MYRTACE.E.,"Ferula Assafotida, L.",,"Fruits. Dorema Assafotida, Kermanahab, Persia; 10 Oct., 1851. W. K. Loftus. [The fruits have an alliaceus taste.]",,
DICOTYLEDONES,MYRTACE.E.,"Ferula Assafotida, L.",,"Flowers. Flores, Kashmir, T. Thomson; 29 Sept. 1848. [The petals are white, but may originally have been yellow. Both the pedicles and flowers are free from tomentum.]",,
DICOTYLEDONES,MYRTACE.E.,"Ferula glauca, L.",,a. Leaf.,,
DICOTYLEDONES,MYRTACE.E.,"Ferula glauca, L.",,"b. Inflorescence, and detached umbel of fruits, and pen and ink sketch of a flower.",,
DICOTYLEDONES,MYRTACE.E.,"Ferula nodiflora, L., var. a genuina, Gr. and Godr. (F. com- munis, D.C.)",,a. Portion of leaf.,,
DICOTYLEDONES,MYRTACE.E.,"Ferula nodiflora, L., var. a genuina, Gr. and Godr. (F. com- munis, D.C.)",,"b. Portion of inflorescence bearing flowers, and pencil drawing of the growing plants.",,
DICOTYLEDONES,MYRTACE.E.,"Peniculum dulce, D.C.",,a. Leaves and detached umbels of ripe fruit.,,
DICOTYLEDONES,MYRTACE.E.,"Peniculum dulce, D.C.",,b. Flowering and ripe fruiting umbels.,,
DICOTYLEDONES,MYRTACE.E.,"Funiculum vulgare, Gaertn.",,"Small plant, with leaves and detached ripe fruit. Raised at Clapham, from seed imported from Bombay; 29 Aug., 1871.",,
DICOTYLEDONES,MYRTACE.E.,"Funiculum vulgare, Gaertn.",,"Portion of leafy stem, and flowering and fruiting umbels. Smyrna; Sept., 1860; Dr. J. D. Hooker and D. Hanbury.",,
DICOTYLEDONES,MYRTACE.E.,"Funiculum vulgare, Gaertn.",,"Leaves, flowering and young fruiting umbels. Wandsworth Common; escaped 1 5 Sept., 1894.",,
DICOTYLEDONES,MYRTACE.E.,"Funiculum vulgare, Gaertn.",,"With flowers and young fruit. (Funiculum officinale, All.) Clapham, near London; cultivated; 1859. ""This is the plant cultivated in English gardens for culinary purposes.""-D. H.",,
DICOTYLEDONES,MYRTACE.E.,"Funiculum vulgare, Gaertn.",,Flowering branches.,,
DICOTYLEDONES,MYRTACE.E.,"Funiculum vulgare, Gaertn.",,"Leaf and detached umbel of fruit. Bologna fennel; garden of the Palazzo Oreno, La Mortola, near Mentone; 16 April, 1872. Plant about 13 feet high; stem thick.",,
DICOTYLEDONES,MYRTACE.E.,"Funiculum vulgare, Gaertn.",,Branch in flower.,,
DICOTYLEDONES,MYRTACE.E.,"Funiculum piperitum, D. C.",,"Radical leaves and fruiting branch. Nazareth, Syria (very abundant); 28 Oct., 1860; Dr. J. D. Hooker and D. Hanbury.",,
DICOTYLEDONES,MYRTACE.E.,"Funiculum piperitum, D. C.",,"Young plants showing radical leaves. La Mortola, near Mentone; May, 1872.",,
DICOTYLEDONES,MYRTACE.E.,"Pimpinella Saxifraga, L.",,"Plant, with root, flowers, and immature fruit. Hertford Heath; 16 Sept., 1854.",,
DICOTYLEDONES,MYRTACE.E.,"Seseli montanum, L. (S. multicaule, Jacq.) Hort. Vindob., tab. 129.",,"Plant, with root, flowers and fruit, and detached fruits. Dijon; 11 Oct., 1859.",,
DICOTYLEDONES,MYRTACE.E.,"Seseli tortuosum, L.",,"Plant, with portion of root and in flower. St. Remy, Bouches du Rhone; 18 Oct., 1859.",,
DICOTYLEDONES,MYRTACE.E.,"Sison Anomum, L.",,"Plant in fruit. St. Remy, Bouches du Rhone; 18 Oct., 1859.",,
DICOTYLEDONES,MYRTACE.E.,"Coriandrum sativum, L.",,"Plant in flower, with radical leaves and root. Near Witham, Essex, where it is cultivated in fields ; 31 July, 1872.",,
DICOTYLEDONES,MYRTACE.E.,"Daucus Carota, L.",,"With flower and detached fruits. 1. Gravesend ; July, 1854. 2. Wandsworth Common, Aug., 1854.",,
DICOTYLEDONES,MYRTACE.E.,"Thapsia garganica, L.",,"Plant, with flowers and fruit. Capaci, near Palermo, 18 May, 1872.",,
GAMOPETALAE,GAMOPETALAE,"Mentha Pulegium, L.",,"Plant in flower. (1) Dry and sterile places; Grasse, 7 July, 1852.",,
GAMOPETALAE,GAMOPETALAE,"Mentha Pulegium, L.",,"Folder 1. Mentha Pulegium [G]. i. ""Plant in flower. (2) Beigate; 27 July, 1858. [This is a specimen of a small form of Mentha arvensis, placed here for comparison.]""",,
GAMOPETALAE,GAMOPETALAE,"Mentha Pulegium, L.",,Folder 2. Mentha Pulegium [TA].,,
GAMOPETALAE,GAMOPETALAE,"Mentha Pulegium, L.",,Folder 3. Mentha Pulegium [TA].,,
GAMOPETALAE,GAMOPETALAE,"Mentha viridis, L.",,"Plant in flower. Wandsworth Common; 5 Sept., 1851. To this sheet is attached a specimen of the spearmint used for the manufacture of essential oil by H. G. Hotchkiss, Lyons, Mayne County, U.S.A., 1871.",,
GAMOPETALAE,GAMOPETALAE,"Nepeta Glechoma, Benth. (Glechoma hederacea, Smith.)",,"Plant in flower. Wimbledon; 28 April, 1855.",,
GAMOPETALAE,GAMOPETALAE,"Origanum vulgare, L.",,"Plant in flower. Near Sheerness; 1850. This is the plant we distilled at Plough Court. See Pharm. Journ., vol. x., p. 324.- D. H.",,
GAMOPETALAE,GAMOPETALAE,"Origanum vulgare, L.",,"Folder 1. Origanum vulgare [G]. i. ""Approaching var. prismaticum, Gaud., but with larger and more lanceolate leaves ; Rhine, Sept., 1862.""",,
GAMOPETALAE,GAMOPETALAE,"Origanum vulgare, L.",,Folder 2. Origanum vulgare [TA].,,
GAMOPETALAE,GAMOPETALAE,"Pietranthus rugosus, Benth. ""Togal"" or ""Diwana sarman."" (Pu)",,"Leafy twigs. ""In great luxuriance on Mount Tilla;"" (Dr. J. E. T. Aitchison). ""Used in bedding to keep off fleas;"" (Stewart).",,
GAMOPETALAE,GAMOPETALAE,"Rosmarinus officinalis, L.",,"Branches in flower and fruit. Solliès-Farléde (Var.); 17 May, 1854.",,
GAMOPETALAE,GAMOPETALAE,"Satureia hortensis, L.",,"Plant in flower. (1) Congenies, near Nismes; 21 Oct., 1859.",,
GAMOPETALAE,GAMOPETALAE,"Satureia montana, L.",,"Plant in flower. (1 and 2) Garrigues, Congenies; Oct., 1849. (3) Congenies, near Nismes; 18 Oct., 1859.",,
GAMOPETALAE,GAMOPETALAE,"Salvia Moorcroftiana, Wall. ""Papar.""",,"Fruiting branch, and (2) Flowering branch. (1) From T. W. H. Tolbort. (2) Raised from seed of the same; flowered at Clapham; 25 Aug., 1871. Stewart, 'Punjab Plants,' p. 172.",,
GAMOPETALAE,GAMOPETALAE,"Salvia officinalis, L.",,"Branch in flower. Villeneuve les Avignon; 2 May, 1866.",,
