data-division,data-items-familyName,data-items-species-speciesName,data-items-species-folders-description
Dicotyledones,ELASTRACEAE,Salsola kali L.,Caldy Isl: \[Caldy Island off the Dyfed (Pembrokeshire) coast near Tenby\] \[JL\]
Dicotyledones,ELASTRACEAE,Suaeda fruticosa Forsk.,Windmill Point near Pool \[JL\]
Dicotyledones,ELASTRACEAE,Suaeda fruticosa Forsk.,Near Pool \[Poole\] & in the Isle of Portland \[Dorset\] \[JL\]
Dicotyledones,ELASTRACEAE,Suaeda maritima (L.) Dum.,"Chenopodium marit: Blitum Kali minus album dictum. Ray Sea Blite or white Glasswort. 5-a: 2-g: Northfleet Marsh \[near Gravesend, Kent\] \[JL\]"
Dicotyledones,STACEAE,Helianthemum apenninum (L.) Mill.,be British. Bulls: [Bulstrode Park]
Dicotyledones,STACEAE,Gnaphalium margaritaceum [TA].,Antennaria dioica (L.) Gaertn.
Dicotyledones,STACEAE,Gnaphalium margaritaceum [TA].,3 folders.
Dicotyledones,STACEAE,Gnaphalium margaritaceum [TA].,"Folder 1\. Gnaphalium dioicum [TA]. i. ""Newfoundland [A. neodioica Greene] Mr. Banks"" [JL]. ii. ""Gnaphalium dioicum on Stratton Heath ab' 7 miles from Norwich. Mr. John Pitchford"" [B]. Folder 2. Gnaphalium dioicum [G]. i. ""Gnaph: dioic: mas & foem. one Specimen was 15 Inches high. a var: only"" [JL]. Folder 3. Gnaphalium dioicum [TA]."
Dicotyledones,STACEAE,Gnaphalium margaritaceum [TA].,Antennaria neodioica Greene [See under A. dioica]
Dicotyledones,STACEAE,Anthemis arvensis L.,1 folder. Anthemis arvensis [TA].
Dicotyledones,STACEAE,Anthemis cotula L.,"1 folder. Anthemis cotula [TA]. i. ""Anthemis cotula"" [JL]. ii. ""This I take to be the Anthemis arvensis by the Road Side going to Maidenhead"" [JL]."
Dicotyledones,STACEAE,Arnoseris minima (L.) Schweigg. & Koerte,"1 folder. Hyoseris minima [TA], Flora Scotica ed. 1, 442 (1777). i. ""Hyoseris minima, near Langley Black Park"" [JL]. [Two extra sheets inserted in folder and labelled by Goodenough are probably from same locality.]."
Dicotyledones,STACEAE,Artemisia absinthium L.,1 folder. Artemisia absinthium [TA].
Dicotyledones,STACEAE,Artemisia campestris L.,2 folders.
Dicotyledones,STACEAE,Artemisia campestris L.,Folder 1. Artemisia campestris [TA].
Dicotyledones,STACEAE,Artemisia campestris L.,Folder 2. Artemisia campestris [TA].
Dicotyledones,STACEAE,Artemisia campestris [TA].,Artemisia campestris. Elden \[JL\]. Folder
Dicotyledones,STACEAE,Artemisia campestris [G],
Dicotyledones,STACEAE,Artemisia maritima L,"Artemisia coerulescens [TA]; A. maritima [G]. i. ""near Mersey"" [JL]"
Dicotyledones,STACEAE,Artemisia maritima L,Folder
Dicotyledones,STACEAE,Artemisia maritima [TA],Sea Wormwood near Mersey [JL]
Dicotyledones,STACEAE,Artemisia maritima [TA],Purfleet [JL]
Dicotyledones,STACEAE,"Artemisia maritima [G]. i. ""Mersey"" [JL]",Folder
Dicotyledones,STACEAE,Artemisia maritima [G],Folder
Dicotyledones,STACEAE,"Artemisia maritima [G]. i. ""Artemisia maritima"" [JL].",Folder
Dicotyledones,STACEAE,Artemisia maritima [G],
Dicotyledones,STACEAE,Artemisia vulgaris L.,Artemisia Vulgaris [TA]
Dicotyledones,STACEAE,Aster tripolium L.,"Aster tripolium [TA]. i. ""Near Biddiford [Bideford, Devon]"" [JL]"
Dicotyledones,STACEAE,Bellis perennis L.,Bellis perennis [G]
Dicotyledones,STACEAE,Bidens cernua L.,"Bidens cernua [TA]. i. ""Coreopsis Bidens near Norwich"" [Pitchford]; ""A very pretty Variety of the Bidens cernua. Mr. Pitchford"" [JL]"
Dicotyledones,STACEAE,Carduus acanthoides L.,"Carduus crispus [TA]. i. ""This seems to resemble, if it be not the same, as the C. acanthoides Lin: according to the Specimens in his hort: sicc: The C. crispus of Lin: has broad jagged Leaves, hoary underneath, & heads like this, or our Crispus. In Anglia, non inveni"" [JL]"
Dicotyledones,STACEAE,Carduus crispus L.,Carduus crispus [G]
Dicotyledones,STACEAE,Carduus tenuiflorus Curt.,"Carduus acanthoides [TA]; C. tenuiflorus Curtis [G]. i. ""Carduus acanthoid: of Fl. Scot. not of Lin: via. Haller hist. v.l.n. 166"" [JL]"
Dicotyledones,STACEAE,Carlina vulgaris L.,Carlina vulgaris [TA]
Dicotyledones,STACEAE,Centaurea cyanus L.,"Centaurea cyanus [TA]. i. ""Langley [Buckinghamshire]"" [JL]"
Dicotyledones,STACEAE,Centaurea nigra L.,"Centaurea nigra [TA]. i. ""Near Biddiford [Bideford, Devon]"" [JL]"
Dicotyledones,STACEAE,Centaurea nigra [TA],Folder
Dicotyledones,STACEAE,"Centaurea nigra [G]. i. ""Portland"" [JL]. ii. ""Portland Isle"" [JL]","Centaurea nigra \[G\]. i\. ""Portland"" \[JL\]. ii\. ""Portland Isle"" \[JL\]"
Dicotyledones,STACEAE,Centaurea scabiosa L. 1 folder. Centaurea Scabiosa [TA],Centaurea scabiosa L\. 1 folder\. Centaurea Scabiosa \[TA\]
Dicotyledones,STACEAE,"Centaurea solstitialis L. 1 folder. Centaurea Solstitialis [TA]. i. ""Centaurea solstitialis. Kew. July & Aug: Anglia"" [JL]","Centaurea solstitialis L\. 1 folder\. Centaurea Solstitialis \[TA\]. i\. ""Centaurea solstitialis\. Kew\. July & Aug\. Anglia"" \[JL\]"
Dicotyledones,STACEAE,"Chamaemelum nobile (L.) All. 2 folders. Folder 1. Anthemis nobilis [JL], Flora Scotica ed. 1, 493 (1777). i. ""An: Anthemis nobilis. Hounslove Heath"" [JL]. Folder 2. Anthemis nobilis [G]","Chamaemelum nobile \[L\]\. All\. 2 folders\. Folder 1\. Anthemis nobilis \[JL\], Flora Scotica ed\. 1, 493 (1777). i\. ""An\. Anthemis nobilis\. Hounslove Heath"" \[JL\]. Folder 2\. Anthemis nobilis \[G\]"
Dicotyledones,STACEAE,Chrysanthemum leucanthemum L. 1 folder. Chrysanthemum inodorum [TA]; C. leucanthemum [G],Chrysanthemum leucanthemum L\. 1 folder\. Chrysanthemum inodorum \[TA\]; C\. leucanthemum \[G\]
Dicotyledones,STACEAE,Chrysanthemum parthenium (L.) Bernh. 3 folders. Folder 1. Matricaria parthenium [G]. Folder 2. Matricaria parthenium [TA]. Folder 3. Anthemis? maritima [G],Chrysanthemum parthenium \[L\]\. Bernh\. 3 folders\. Folder 1\. Matricaria parthenium \[G\]. Folder 2\. Matricaria parthenium \[TA\]. Folder 3\. Anthemis? maritima \[G\]
Dicotyledones,STACEAE,Chrysanthemum segetum L. 1 folder. Chrysanthemum segetum [TA],Chrysanthemum segetum L\. 1 folder\. Chrysanthemum segetum \[TA\]
Dicotyledones,STACEAE,Chrysanthemum vulgare (L.) Bernh. 1 folder. Tanacetum Vulgare [TA],Chrysanthemum vulgare \[L\]\. Bernh\. 1 folder\. Tanacetum Vulgare \[TA\]
Dicotyledones,STACEAE,"Cirsium acaulon (L.) Scop. 1 folder. Carduus acaulis [TA], Flora Scotica ed. 1, 458 (1777)","Cirsium acaulon \[L\]\. Scop\. 1 folder\. Carduus acaulis \[TA\], Flora Scotica ed\. 1, 458 (1777)"
Dicotyledones,STACEAE,"Cirsium dissectum (L.) Hill 1 folder. Carduus heterophyllus [TA], Flora Scotica ed 1, 455 (1777); Lightfoot [G]; C. pratensis Huds. [G]. i. Cites Linn. Sp. Pl. 1, 54; Ray's Syn. 193. ii. ""English Soft or Gentle Thistle. On the Borders of Bogs in Heathy Places. By the Side of the Duke of Marlborough's Pond in the Black Park near Langley, Bucks. And on the Border of a Bog on Hounslove Heath between Twickenham & Hampton. June"" [JL]","Cirsium dissectum \[L\]\. Hill\. 1 folder\. Carduus heterophyllus \[TA\], Flora Scotica ed\. 1, 455 (1777); Lightfoot \[G\]; C\. pratensis Huds\. \[G\]. i\. Cites Linn\. Sp\. Pl\. 1, 54; Ray's Syn\. 193. ii\. ""English Soft or Gentle Thistle\. On the Borders of Bogs in Heathy Places\. By the Side of the Duke of Marlborough's Pond in the Black Park near Langley, Bucks\. And on the Border of a Bog on Hounslove Heath between Twickenham & Hampton\. June"" \[JL\]"
Dicotyledones,STACEAE,"Cirsium eriophorum (L.) Scop. 1 folder. Carduus eriophorus [TA], Flora Scotica ed. 1, 455 (1777)","Cirsium eriophorum \[L\]\. Scop\. 1 folder\. Carduus eriophorus \[TA\], Flora Scotica ed\. 1, 455 (1777)"
Dicotyledones,STACEAE,Cirsium heterophyllum (L.) Hill,Cirsium heterophyllum \[L\]\. Hill
Dicotyledones,STACEAE,Coryza canadensis (L.) Cronq.,Coryza canadensis \[L\]\. Cronq\. 1 folder\. Erigeron canadense \[TA\]
Dicotyledones,STACEAE,Crepis biennis L.,Crepis biennis L\. 3 folders\. Folder 1\. Erigeron canadense \[TA\]
Dicotyledones,STACEAE,"Crepis biennis [TA]. i. ""Crepis biennis in Kent from Northfleet to the Isle of Thanet"" [JL]","Crepis biennis \[TA\]. i\. ""Crepis biennis in Kent from Northfleet to the Isle of Thanet"" \[JL\]"
Dicotyledones,STACEAE,Crepis biennis [G],Crepis biennis \[G\]
Dicotyledones,STACEAE,Crepis capillaris (L.) Wallr.,Folder
Dicotyledones,STACEAE,Crepis capillaris (L.) Wallr.,Folder
Dicotyledones,STACEAE,Crepis capillaris (L.) Wallr.,Folder
Dicotyledones,STACEAE,"Crepis tectorum [G]. i. ""Near Pancras"" [JL]. [Specimen may have been collected with Joseph Banks; see under Lactuca saligna.]",Folder
Dicotyledones,STACEAE,Crepis tectorum [G],Folder
Dicotyledones,STACEAE,Crepis tectorum [TA],Crepis tectorum [TA]
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
Dicotyledones,STACEAE,Crepis foetida L.,Folder
